Season,Player,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2019,Tyler Ennis,30,EDM,C,9,2,2,4,-1,4,0.4,2,0,0,0,2,0,0,20,10,132,14:43:00,4,20,1,0,100,828,844,49.5,2.7,633,659,49,1.5,8.5,91.4,99.9,52.3,47.7,14:43:00,12:28:00,26,19,0.1,272,58.5,3.0,1.0,2.0,33.3
2019,Jonathan Ericsson,35,DET,D,18,0,0,0,-12,4,-0.5,0,0,0,0,0,0,0,16,0,256,14:15:00,14,24,0,0,,180,244,42.5,-2.1,147,189,43.8,0.1,2.8,89,91.7,47.2,52.8,14:15:00,12:22:00,1,20,-4.3,31,51.6,0.0,0.0,0.0,0.0
2019,Loui Eriksson,34,VAN,LW,49,6,7,13,-2,12,0.8,6,0,0,0,7,0,0,59,10.2,606,12:22:00,15,10,2,0,100,509,529,49,0.4,370,401,48,-1.8,9.7,91.1,100.8,37.1,62.9,12:22:00,10:36:00,17,8,-2.9,85,69.4,0.0,0.0,0.0,0.0
2019,Joel Eriksson Ek,23,MIN,C,62,8,21,29,7,22,2.3,7,1,0,4,20,0,1,102,7.8,974,15:43:00,43,93,367,428,46.2,720,793,47.6,-2.4,551,602,47.8,-2.5,10,91.1,101.1,43.6,56.4,15:43:00,13:26:00,19,18,5.3,150,68,0.0,0.0,0.0,0.0
2019,Adam Erne,24,DET,LW,56,2,3,5,-24,28,-1,2,0,0,0,3,0,0,63,3.2,662,11:49:00,25,142,20,13,60.6,436,543,44.5,-1.9,330,415,44.3,-2.4,4.8,89.1,93.9,44.9,55.1,11:49:00,10:50:00,5,27,-2.3,106,59.4,0.0,0.0,0.0,0.0
2019,Jake Evans,23,MTL,C,13,2,1,3,1,0,0.3,2,0,0,0,1,0,0,14,14.3,135,10:21:00,5,16,29,27,51.8,92,105,46.7,-9.5,62,73,45.9,-7.8,6.3,94.3,100.6,50.8,49.2,10:21:00,09:12:00,5,3,1.3,25,56,0.0,0.0,0.0,0.0
2019,Robby Fabbri,24,TOT,C,61,15,17,32,-33,20,2.2,9,6,0,3,14,3,0,111,13.5,985,16:09:00,14,75,27,40,40.3,687,816,45.7,1.4,516,647,44.4,-0.3,8.3,88.4,96.7,52,48,16:09:00,13:28:00,13,39,-9.4,170,65.3,2.0,1.0,1.0,50.0
2019,Robby Fabbri,24,DET,C,52,14,17,31,-29,18,2.3,8,6,0,3,14,3,0,104,13.5,898,17:16:00,13,63,26,40,39.4,687,816,45.7,1.4,516,647,44.4,-0.3,8.3,88.4,96.7,52,48,16:09:00,13:28:00,13,39,-9.4,170,65.3,2.0,1.0,1.0,50.0
2019,Robby Fabbri,24,STL,C,9,1,0,1,-4,2,-0.1,1,0,0,0,0,0,0,7,14.3,87,09:42:00,1,12,1,0,100,687,816,45.7,1.4,516,647,44.4,-0.3,8.3,88.4,96.7,52,48,16:09:00,13:28:00,13,39,-9.4,170,65.3,2.0,1.0,1.0,50.0
2019,Dante Fabbro,21,NSH,D,64,5,6,11,-7,38,1.7,4,1,0,0,6,0,0,92,5.4,1218,19:02:00,85,54,0,0,,1089,1057,50.7,-0.5,827,786,51.3,-0.8,7.3,90.7,98,51.4,48.6,19:02:00,17:57:00,23,39,-5.6,191,48.2,0.0,0.0,0.0,0.0
2019,Radek Faksa,26,DAL,C,66,11,9,20,-6,42,1.4,8,3,0,3,9,0,0,109,10.1,1049,15:53:00,44,84,404,407,49.8,720,812,47,-3.2,522,604,46.4,-3.8,7.9,91.6,99.5,33,67,15:53:00,12:57:00,34,27,-2.3,197,55.3,0.0,0.0,0.0,0.0
2019,Oscar Fantenberg,28,VAN,D,36,1,5,6,-10,6,0.4,1,0,0,0,4,1,0,45,2.2,573,15:55:00,62,67,0,0,,421,547,43.5,-4.7,319,391,44.9,-4,6.2,92.5,98.8,33.9,66.1,15:55:00,14:20:00,7,11,-4.9,98,45.9,0.0,0.0,0.0,0.0
2019,Joel Farabee,19,PHI,LW,52,8,13,21,6,39,1.9,7,1,0,1,12,1,0,81,9.9,733,14:06:00,18,31,3,7,30,537,564,48.8,-2.3,399,442,47.4,-3.6,11,91.1,102.1,53.1,46.9,14:06:00,12:27:00,20,26,-2.4,142,57,4.0,1.0,3.0,25.0
2019,Jesper Fast,28,NYR,RW,69,12,17,29,16,20,2.5,10,0,2,1,17,0,0,84,14.3,1146,16:36:00,53,125,9,17,34.6,878,969,47.5,1.1,705,732,49.1,2.2,9.7,92.7,102.5,46.4,53.6,16:36:00,14:05:00,24,32,0.8,130,64.6,0.0,0.0,0.0,0.0
2019,Justin Faulk,27,STL,D,69,5,11,16,-3,32,3,4,1,0,1,8,2,1,147,3.4,1419,20:34:00,76,82,0,0,,1125,1123,50,-0.9,855,846,50.3,-0.4,7.9,91.6,99.4,49.7,50.3,20:34:00,18:04:00,24,39,2,262,56.1,0.0,0.0,0.0,0.0
2019,Taylor Fedun,31,DAL,D,27,2,7,9,3,8,1.9,2,0,0,0,7,0,0,40,5,371,13:45:00,19,16,0,0,,336,323,51,3.5,259,251,50.8,3.2,8.2,92.6,100.8,55.5,44.5,13:45:00,13:15:00,2,12,2.7,82,48.8,0.0,0.0,0.0,0.0
2019,Martin Fehervary,20,WSH,D,6,0,1,1,-2,6,0,0,0,0,0,1,0,0,7,0,96,15:59:00,2,14,0,0,,76,67,53.1,-2,60,51,54.1,1,14,77.1,91.1,56.1,43.9,15:59:00,14:23:00,2,2,0.2,16,43.8,0.0,0.0,0.0,0.0
2019,Micheal Ferland,27,VAN,LW,14,1,4,5,-3,7,0.2,1,0,0,0,4,0,0,15,6.7,137,09:48:00,2,40,2,0,100,89,122,42.2,-11.5,67,87,43.5,-11.2,12.5,85.9,98.4,54.8,45.2,09:48:00,08:55:00,2,1,-2.9,19,78.9,0.0,0.0,0.0,0.0
2019,Mario Ferraro,21,SJS,D,61,2,9,11,-15,30,1.6,2,0,0,0,8,0,1,63,3.2,969,15:53:00,58,120,0,0,,758,787,49.1,-1.7,570,601,48.7,-1.9,7.9,88.3,96.2,47.2,52.8,15:52:00,14:18:00,15,20,-2.7,143,44.1,0.0,0.0,0.0,0.0
2019,Kevin Fiala,23,MIN,LW,64,23,31,54,-1,42,6,14,9,0,4,22,9,0,175,13.1,986,15:24:00,18,25,2,7,22.2,837,778,51.8,3.1,626,579,52,2.8,9.4,89.8,99.3,53.8,46.2,15:24:00,12:47:00,33,35,2.6,312,56.1,4.0,1.0,3.0,25.0
2019,Valtteri Filppula,35,DET,C,70,6,15,21,-42,24,-0.4,4,1,1,0,11,4,0,63,9.5,1163,16:37:00,31,28,324,398,44.9,705,885,44.3,-2.7,545,707,43.5,-3.6,6.8,87.1,93.9,48.7,51.3,16:37:00,12:54:00,17,43,-11.3,104,60.6,0.0,0.0,0.0,0.0
2019,Christian Fischer,22,ARI,RW,56,6,3,9,2,16,0.7,6,0,0,1,3,0,0,83,7.2,617,11:01:00,22,140,3,8,27.3,471,616,43.3,-5.5,364,434,45.6,-2.6,7.7,92.8,100.6,32,68,11:01:00,10:46:00,6,10,-0.6,116,71.6,0.0,0.0,0.0,0.0
2019,Cale Fleury,21,MTL,D,41,1,0,1,-4,6,0.4,1,0,0,0,0,0,0,45,2.2,588,14:21:00,45,102,0,0,,526,523,50.1,-5.9,379,381,49.9,-6.5,5.6,92.3,97.9,56.4,43.6,14:21:00,13:30:00,5,31,-3.8,104,43.3,0.0,0.0,0.0,0.0
2019,Haydn Fleury,23,CAR,D,45,4,10,14,-2,8,2.2,4,0,0,0,9,0,1,65,6.2,615,13:40:00,45,48,0,0,,558,488,53.3,0,411,374,52.4,-0.7,7.6,91.7,99.3,50.1,49.9,13:40:00,12:50:00,17,26,-1.3,150,43.3,0.0,0.0,0.0,0.0
2019,Warren Foegele,23,CAR,LW,68,13,17,30,9,34,3.1,10,0,3,1,17,0,0,129,10.1,932,13:43:00,17,64,18,21,46.2,870,731,54.3,0.2,677,577,54,0.7,8.7,91.3,100,49.2,50.8,13:43:00,12:30:00,39,30,8.7,208,62,0.0,0.0,0.0,0.0
2019,Steven Fogarty,26,NYR,C,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,41,05:53:00,4,4,6,3,66.7,31,36,46.3,-5.4,18,23,43.9,-8,0,92.9,92.9,58.6,41.4,05:53:00,05:42:00,2,2,-0.7,4,50,0.0,0.0,0.0,0.0
2019,Marcus Foligno,28,MIN,LW,59,11,14,25,8,30,2.4,11,0,0,0,14,0,0,86,12.8,861,14:35:00,36,184,9,15,37.5,675,638,51.4,2.1,518,476,52.1,2.8,8.6,91.7,100.4,45.8,54.2,14:35:00,12:43:00,31,17,8.7,134,64.2,0.0,0.0,0.0,0.0
2019,Nick Foligno,32,CBJ,LW,67,10,21,31,-3,62,2.3,8,2,0,1,18,2,1,131,7.6,1251,18:40:00,50,212,159,160,49.8,960,940,50.5,2.1,743,654,53.2,3.6,7.4,91.1,98.5,48.4,51.6,18:40:00,15:02:00,39,35,5.1,198,66.2,0.0,0.0,0.0,0.0
2019,Christian Folin,28,MTL,D,16,1,1,2,-1,13,0.4,1,0,0,0,1,0,0,13,7.7,231,14:26:00,21,38,0,0,,205,167,55.1,0.5,136,128,51.5,-1,8.6,90.5,99,54.9,45.1,14:26:00,13:49:00,1,8,2.2,31,41.9,0.0,0.0,0.0,0.0
2019,Derek Forbort,27,TOT,D,20,0,1,1,-5,4,0.2,0,0,0,0,1,0,0,22,0,356,17:49:00,30,35,0,0,,264,276,48.9,-6.5,200,209,48.9,-5.9,3.6,93.3,96.9,50,50,17:49:00,16:15:00,2,16,0.3,55,40,0.0,0.0,0.0,0.0
2019,Derek Forbort,27,LAK,D,13,0,1,1,-4,4,0.1,0,0,0,0,1,0,0,15,0,232,17:51:00,17,27,0,0,,264,276,48.9,-6.5,200,209,48.9,-5.9,3.6,93.3,96.9,50,50,17:49:00,16:15:00,2,16,0.3,55,40,0.0,0.0,0.0,0.0
2019,Derek Forbort,27,CGY,D,7,0,0,0,-1,0,0.1,0,0,0,0,0,0,0,7,0,124,17:44:00,13,8,0,0,,264,276,48.9,-6.5,200,209,48.9,-5.9,3.6,93.3,96.9,50,50,17:49:00,16:15:00,2,16,0.3,55,40,0.0,0.0,0.0,0.0
2019,Filip Forsberg,25,NSH,C,63,21,27,48,-7,29,4.8,14,7,0,2,20,7,0,198,10.6,1093,17:21:00,27,82,1,2,33.3,955,838,53.3,3.6,710,638,52.7,1.8,9.2,89.8,99,58.7,41.3,17:21:00,13:55:00,58,45,0.3,366,54.1,5.0,4.0,1.0,80.0
2019,Liam Foudy,19,CBJ,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0,28,14:13:00,0,3,0,0,,24,15,61.5,11.2,19,12,61.3,10.3,7.1,100,107.1,31.8,68.2,14:13:00,14:13:00,1,0,0.8,6,50,0.0,0.0,0.0,0.0
2019,Cam Fowler,28,ANA,D,59,9,20,29,0,20,5.3,7,2,0,2,14,6,0,117,7.7,1297,21:59:00,58,25,0,0,,1053,986,51.6,4.9,826,774,51.6,5.2,8.1,90.8,98.9,53.9,46.1,21:59:00,18:14:00,21,31,3.9,203,57.6,0.0,0.0,0.0,0.0
2019,Adam Fox,21,NYR,D,70,8,34,42,22,32,7.4,7,1,0,4,22,12,0,125,6.4,1323,18:54:00,92,35,0,0,,1088,1014,51.8,7.5,840,747,52.9,8.1,11.4,91.6,103,53.9,46.1,18:54:00,16:44:00,57,61,7.6,243,51.4,0.0,0.0,0.0,0.0
2019,Trent Frederic,21,BOS,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,13,06:26:00,0,8,0,0,,2,19,9.5,-37.1,1,15,6.3,-44.7,,88.9,,57.1,42.9,06:26:00,06:26:00,0,0,-0.5,1,100,0.0,0.0,0.0,0.0
2019,Mark Friedman,24,PHI,D,6,0,1,1,0,2,0.2,0,0,0,0,1,0,0,2,0,82,13:35:00,5,8,0,0,,47,84,35.9,-19.7,36,62,36.7,-18.7,9.5,95.9,105.4,47.5,52.5,13:35:00,12:59:00,1,0,-2,6,33.3,0.0,0.0,0.0,0.0
2019,Martin Frk,26,LAK,RW,17,6,2,8,-1,4,1,5,1,0,1,2,0,0,26,23.1,235,13:50:00,3,14,0,0,,210,189,52.6,2.8,155,153,50.3,1.4,9.1,89.3,98.4,51.2,48.8,13:50:00,12:21:00,2,10,-0.5,58,44.8,1.0,0.0,1.0,0.0
2019,Michael Frolik,31,TOT,LW,57,6,8,14,-12,28,0.5,4,0,2,1,7,0,1,70,8.6,709,12:26:00,22,32,6,15,28.6,557,592,48.5,-1.4,404,450,47.3,-1.9,4.4,91.2,95.6,46.4,53.6,12:26:00,11:01:00,32,28,-6.7,135,51.9,0.0,0.0,0.0,0.0
2019,Michael Frolik,31,CGY,LW,38,5,5,10,-10,24,0.5,4,0,1,1,4,0,1,44,11.4,453,11:56:00,11,19,1,8,11.1,557,592,48.5,-1.4,404,450,47.3,-1.9,4.4,91.2,95.6,46.4,53.6,12:26:00,11:01:00,32,28,-6.7,135,51.9,0.0,0.0,0.0,0.0
2019,Michael Frolik,31,BUF,LW,19,1,3,4,-2,4,0,0,0,1,0,3,0,0,26,3.8,256,13:28:00,11,13,5,7,41.7,557,592,48.5,-1.4,404,450,47.3,-1.9,4.4,91.2,95.6,46.4,53.6,12:26:00,11:01:00,32,28,-6.7,135,51.9,0.0,0.0,0.0,0.0
2019,Morgan Frost,20,PHI,C,20,2,5,7,-3,4,0.3,1,0,1,0,5,0,0,31,6.5,274,13:41:00,4,4,44,49,47.3,219,205,51.7,-0.4,155,157,49.7,-1.4,9.6,87.8,97.4,58.5,41.5,13:41:00,11:24:00,10,6,1.1,57,54.4,1.0,0.0,1.0,0.0
2019,Sam Gagner,30,TOT,C,42,6,7,13,-10,12,0.7,4,2,0,0,6,1,0,79,7.6,561,13:21:00,10,22,45,57,44.1,487,463,51.3,3.4,370,340,52.1,4.6,6.2,89.5,95.7,54.9,45.1,13:21:00,12:02:00,12,21,1.1,131,60.3,1.0,0.0,1.0,0.0
2019,Sam Gagner,30,EDM,C,36,5,7,12,-9,10,0.7,4,1,0,0,6,1,0,69,7.2,470,13:04:00,9,19,41,46,47.1,487,463,51.3,3.4,370,340,52.1,4.6,6.2,89.5,95.7,54.9,45.1,13:21:00,12:02:00,12,21,1.1,131,60.3,1.0,0.0,1.0,0.0
2019,Sam Gagner,30,DET,C,6,1,0,1,-1,2,0,0,1,0,0,0,0,0,10,10,90,15:05:00,1,3,4,11,26.7,487,463,51.3,3.4,370,340,52.1,4.6,6.2,89.5,95.7,54.9,45.1,13:21:00,12:02:00,12,21,1.1,131,60.3,1.0,0.0,1.0,0.0
2019,Alex Galchenyuk,25,TOT,C,59,8,16,24,-5,16,1.8,6,2,0,0,11,5,0,86,9.3,726,12:18:00,17,52,67,64,51.1,539,589,47.8,-3.5,396,436,47.6,-4.4,7.8,92.2,100,52.2,47.8,12:18:00,10:36:00,5,20,-2.1,141,61,2.0,1.0,1.0,50.0
2019,Alex Galchenyuk,25,PIT,C,45,5,12,17,-7,10,1.1,3,2,0,0,8,4,0,65,7.7,517,11:29:00,9,32,7,5,58.3,539,589,47.8,-3.5,396,436,47.6,-4.4,7.8,92.2,100,52.2,47.8,12:18:00,10:36:00,5,20,-2.1,141,61,2.0,1.0,1.0,50.0
2019,Alex Galchenyuk,25,MIN,C,14,3,4,7,2,6,0.7,3,0,0,0,3,1,0,21,14.3,209,14:56:00,8,20,60,59,50.4,539,589,47.8,-3.5,396,436,47.6,-4.4,7.8,92.2,100,52.2,47.8,12:18:00,10:36:00,5,20,-2.1,141,61,2.0,1.0,1.0,50.0
2019,Brendan Gallagher,27,MTL,RW,59,22,21,43,9,29,5.5,21,1,0,1,17,4,0,226,9.7,998,16:55:00,29,53,12,17,41.4,1123,729,60.6,8.1,842,546,60.7,8.8,9.9,88.7,98.6,53.4,46.6,16:55:00,14:40:00,39,18,19.7,394,57.4,0.0,0.0,0.0,0.0
2019,Dylan Gambrell,23,SJS,C,50,5,6,11,-8,17,0.5,5,0,0,1,5,1,0,43,11.6,598,11:57:00,29,40,170,200,45.9,448,502,47.2,-3.8,325,373,46.6,-4.3,9.5,89.1,98.6,44.2,55.8,11:57:00,10:01:00,11,17,-2.8,85,50.6,0.0,0.0,0.0,0.0
2019,Jake Gardiner,29,CAR,D,68,4,20,24,-24,30,2,3,1,0,2,10,10,0,87,4.6,1133,16:40:00,42,43,0,0,,1035,827,55.6,2,765,643,54.3,1.2,6.1,89,95,55.9,44.1,16:40:00,14:44:00,32,39,3.6,200,43.5,0.0,0.0,0.0,0.0
2019,Rhett Gardner,23,DAL,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0,81,10:08:00,2,8,25,28,47.2,39,47,45.3,-3.3,30,35,46.2,-2.3,11.1,91.3,102.4,29.6,70.4,10:08:00,08:45:00,1,3,-0.8,11,72.7,0.0,0.0,0.0,0.0
2019,Conor Garland,23,ARI,RW,68,22,17,39,1,20,4.9,18,4,0,5,11,6,0,158,13.9,962,14:09:00,20,26,4,7,36.4,834,802,51,3.8,651,604,51.9,5.1,8.2,92.2,100.4,54.3,45.7,14:09:00,11:49:00,30,27,5.2,257,61.5,9.0,4.0,5.0,44.4
2019,Adam Gaudette,23,VAN,C,59,12,21,33,-7,37,3,8,4,0,1,13,8,0,75,16,731,12:23:00,20,29,187,267,41.2,575,671,46.1,-1.9,430,503,46.1,-2.7,10.3,90.7,101.1,59.6,40.4,12:23:00,10:42:00,23,15,-8.2,151,49.7,1.0,0.0,1.0,0.0
2019,Johnny Gaudreau,26,CGY,LW,70,18,40,58,-10,12,5.4,12,6,0,2,28,12,0,209,8.6,1315,18:47:00,11,1,1,3,25,1103,1031,51.7,1.8,812,807,50.2,0.7,8.5,90.5,99,58.7,41.3,18:47:00,15:34:00,40,71,4.2,349,59.9,2.0,1.0,1.0,50.0
2019,Brendan Gaunce,25,BOS,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,,9,09:10:00,0,2,0,1,0,3,15,16.7,-26.9,3,12,20,-21.5,50,100,150,0,100,09:10:00,09:10:00,0,0,-0.3,1,0,0.0,0.0,0.0,0.0
2019,Cameron Gaunce,29,TBL,D,3,1,3,4,2,4,0.7,1,0,0,0,3,0,0,5,20,36,11:52:00,2,5,0,0,,27,25,51.9,0.7,22,18,55,3,23.5,84.6,108.1,62.5,37.5,11:52:00,11:22:00,0,0,0.5,7,71.4,0.0,0.0,0.0,0.0
2019,Frederik Gauthier,24,TOR,C,61,7,5,12,-4,10,0.7,7,0,0,0,5,0,0,42,16.7,573,09:23:00,23,66,208,172,54.7,414,495,45.5,-7.5,319,377,45.8,-6.6,8,92.3,100.3,29.2,70.8,09:23:00,08:16:00,7,13,-3.3,63,66.7,0.0,0.0,0.0,0.0
2019,Julien Gauthier,22,TOT,RW,17,0,3,3,1,8,0.1,0,0,0,0,3,0,0,10,0,141,08:17:00,7,15,1,2,33.3,118,136,46.5,-3.4,78,90,46.4,-5,11.8,91.5,103.3,60.6,39.4,08:17:00,08:03:00,3,7,-2.7,27,37,0.0,0.0,0.0,0.0
2019,Julien Gauthier,22,NYR,RW,12,0,2,2,-1,2,0,0,0,0,0,2,0,0,9,0,104,08:39:00,7,11,0,1,0,118,136,46.5,-3.4,78,90,46.4,-5,11.8,91.5,103.3,60.6,39.4,08:17:00,08:03:00,3,7,-2.7,27,37,0.0,0.0,0.0,0.0
2019,Julien Gauthier,22,CAR,RW,5,0,1,1,2,6,0.1,0,0,0,0,1,0,0,1,0,37,07:24:00,0,4,1,1,50,118,136,46.5,-3.4,78,90,46.4,-5,11.8,91.5,103.3,60.6,39.4,08:17:00,08:03:00,3,7,-2.7,27,37,0.0,0.0,0.0,0.0
2019,Vladislav Gavrikov,24,CBJ,D,69,5,13,18,1,18,4.3,5,0,0,1,13,0,0,81,6.2,1310,18:59:00,92,79,0,0,,1078,1120,49,0.4,845,812,51,0.9,7.5,92.1,99.6,41.7,58.3,18:59:00,17:10:00,16,33,6.1,159,50.9,0.0,0.0,0.0,0.0
2019,Morgan Geekie,21,CAR,C,2,3,1,4,3,2,0.8,3,0,0,0,1,0,0,4,75,24,11:47:00,4,1,12,10,54.5,17,14,54.8,-1.6,14,10,58.3,2.8,33.3,88.9,122.2,61.5,38.5,11:47:00,08:54:00,1,0,0.7,5,80,0.0,0.0,0.0,0.0
2019,Nathan Gerbe,32,CBJ,C,30,4,6,10,-7,22,0.6,4,0,0,0,6,0,0,55,7.3,413,13:45:00,8,46,6,6,50,311,370,45.7,-1.2,256,254,50.2,2.7,7.8,87.7,95.5,48.5,51.5,13:45:00,12:42:00,4,12,0.6,81,67.9,3.0,0.0,3.0,0.0
2019,Timothy Gettinger,21,NYR,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0,17,08:23:00,1,5,0,2,0,11,12,47.8,3,10,7,58.8,15.5,11.1,100,111.1,55.6,44.4,08:23:00,07:56:00,0,0,0.5,5,60,0.0,0.0,0.0,0.0
2019,Ryan Getzlaf,34,ANA,C,69,13,29,42,-16,58,3.1,10,3,0,5,23,6,0,143,9.1,1292,18:44:00,69,125,530,504,51.3,1070,1083,49.7,2.2,839,826,50.4,3.1,8.7,89.8,98.5,46.5,53.5,18:43:00,15:13:00,53,76,3.2,272,52.9,2.0,1.0,1.0,50.0
2019,Brian Gibbons,31,CAR,C,15,0,0,0,-7,4,-0.5,0,0,0,0,0,0,0,9,0,146,09:46:00,9,7,0,0,,108,129,45.6,-11.7,83,102,44.9,-11.6,1.6,89,90.6,46.1,53.9,09:46:00,09:00:00,8,7,-1.3,16,56.3,0.0,0.0,0.0,0.0
2019,Dennis Gilbert,23,CHI,D,21,1,2,3,-8,38,0,1,0,0,0,2,0,0,12,8.3,330,15:42:00,33,74,0,0,,224,318,41.3,-7.6,164,237,40.9,-7.3,9.2,89.7,99,44.3,55.7,15:42:00,14:19:00,2,4,-7.6,19,63.2,0.0,0.0,0.0,0.0
2019,John Gilmour,26,BUF,D,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0,68,17:03:00,3,3,0,0,,50,55,47.6,0.3,42,46,47.7,2,0,94.1,94.1,34.3,65.7,17:03:00,15:40:00,0,3,0.2,10,50,0.0,0.0,0.0,0.0
2019,Mark Giordano,36,CGY,D,60,5,26,31,2,34,5.4,3,2,0,0,15,9,2,157,3.2,1433,23:53:00,148,42,0,0,,1110,1006,52.5,3.4,830,758,52.3,4.5,8.7,91.3,100.1,49,51,23:53:00,18:13:00,36,51,4.2,349,45,0.0,0.0,0.0,0.0
2019,Samuel Girard,21,COL,D,70,4,30,34,1,17,4.6,3,1,0,1,18,12,0,96,4.2,1492,21:19:00,92,46,0,0,,1295,1187,52.2,1.4,940,904,51,-0.2,8.6,92,100.6,53.7,46.3,21:19:00,18:27:00,38,39,4.4,247,38.9,0.0,0.0,0.0,0.0
2019,Zemgus Girgensons,26,BUF,C,69,12,7,19,-1,10,1.6,11,0,1,1,7,0,0,85,14.1,952,13:48:00,20,110,30,43,41.1,605,634,48.8,-0.7,471,493,48.9,0,8.1,92.3,100.4,38.1,61.9,13:48:00,11:36:00,13,11,-4.5,144,59,0.0,0.0,0.0,0.0
2019,Claude Giroux,32,PHI,C,69,21,32,53,7,28,5.5,13,7,1,6,18,13,1,197,10.7,1310,18:59:00,16,45,663,460,59,1073,850,55.8,6.6,810,664,55,5.7,8.6,91.1,99.7,45.1,54.9,18:59:00,14:52:00,37,35,8.4,322,61.2,10.0,3.0,7.0,30.0
2019,Cody Glass,20,VEG,C,39,5,7,12,-7,6,0.6,4,1,0,1,2,5,0,51,9.8,521,13:22:00,6,15,60,83,42,379,365,50.9,-2.1,281,277,50.4,-3.2,5.4,90.8,96.2,55.4,44.6,13:22:00,11:05:00,18,17,-0.3,84,60.7,0.0,0.0,0.0,0.0
2019,Luke Glendening,30,DET,C,60,6,3,9,-29,14,-0.8,5,0,1,1,3,0,0,76,7.9,921,15:21:00,68,147,393,307,56.1,518,737,41.3,-5.2,398,544,42.3,-3.8,5.9,88.5,94.5,32.8,67.2,15:21:00,12:11:00,10,18,-12.4,123,61.8,0.0,0.0,0.0,0.0
2019,Nikolay Goldobin,24,VAN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,08:37:00,0,1,0,0,,1,12,7.7,-32.6,1,9,10,-31.4,0,100,100,100,0,08:37:00,08:37:00,0,0,-0.5,0,,0.0,0.0,0.0,0.0
2019,Alex Goligoski,34,ARI,D,70,4,28,32,8,24,6.4,2,2,0,0,19,9,0,101,4,1614,23:03:00,134,91,0,0,,1217,1300,48.4,0.1,904,961,48.5,0.4,8.7,91.9,100.6,49.1,50.9,23:03:00,18:28:00,7,53,-2,213,47.4,0.0,0.0,0.0,0.0
2019,Cody Goloubef,30,TOT,D,26,1,1,2,-3,8,0.4,1,0,0,0,1,0,0,18,5.6,395,15:11:00,24,45,0,0,,295,364,44.8,-4.9,216,272,44.3,-5,9.8,90.6,100.4,54,46,15:09:00,13:23:00,3,21,-3.6,43,41.9,0.0,0.0,0.0,0.0
2019,Cody Goloubef,30,OTT,D,24,1,1,2,-2,8,0.4,1,0,0,0,1,0,0,17,5.9,365,15:11:00,24,40,0,0,,295,364,44.8,-4.9,216,272,44.3,-5,9.8,90.6,100.4,54,46,15:09:00,13:23:00,3,21,-3.6,43,41.9,0.0,0.0,0.0,0.0
2019,Cody Goloubef,30,DET,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,30,15:11:00,0,5,0,0,,295,364,44.8,-4.9,216,272,44.3,-5,9.8,90.6,100.4,54,46,15:09:00,13:23:00,3,21,-3.6,43,41.9,0.0,0.0,0.0,0.0
2019,Barclay Goodrow,26,TOT,RW,70,8,18,26,-8,97,1.5,8,0,0,2,15,2,1,102,7.8,1115,15:56:00,66,162,393,406,49.2,791,756,51.1,1.3,585,558,51.2,2,8.7,90.6,99.4,48.9,51.1,15:55:00,12:25:00,44,23,-1.7,161,63.4,0.0,0.0,0.0,0.0
2019,Barclay Goodrow,26,SJS,RW,62,8,16,24,-8,80,1.5,8,0,0,2,13,2,1,94,8.5,1015,16:23:00,63,140,372,384,49.2,791,756,51.1,1.3,585,558,51.2,2,8.7,90.6,99.4,48.9,51.1,15:55:00,12:25:00,44,23,-1.7,161,63.4,0.0,0.0,0.0,0.0
2019,Barclay Goodrow,26,TBL,RW,8,0,2,2,0,17,0,0,0,0,0,2,0,0,8,0,100,12:27:00,3,22,21,22,48.8,791,756,51.1,1.3,585,558,51.2,2,8.7,90.6,99.4,48.9,51.1,15:55:00,12:25:00,44,23,-1.7,161,63.4,0.0,0.0,0.0,0.0
2019,Shayne Gostisbehere,26,PHI,D,42,5,7,12,-4,20,2,4,1,0,1,3,4,0,73,6.8,768,18:18:00,37,14,0,0,,596,537,52.6,0.8,452,413,52.3,1.1,7.6,92.5,100,57.1,42.9,18:18:00,15:34:00,9,27,-2.3,148,49.3,1.0,0.0,1.0,0.0
2019,Yanni Gourde,28,TBL,C,70,10,20,30,-5,49,2,7,1,2,5,14,5,1,110,9.1,985,14:04:00,20,78,93,79,54.1,798,702,53.2,1.4,587,543,51.9,0.8,7.6,89.9,97.5,44.7,55.3,14:04:00,11:41:00,48,14,2.2,176,62.5,0.0,0.0,0.0,0.0
