,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
221,Hudson Fasching,2015,20,BUF,RW,7,1,1,2,2,4,0.3,1,0,0,0,1,0,0,9,11.1,81,11:31:00,1,8,0,0,0.0,65,58,52.8,7.0,52,43,54.7,8.6,11.1,93.9,105.1,56.4,43.6,11:31:00,11:31:00,4,2,15,60.0,0,0,0,0.0
222,Jesper Fast,2015,24,NYR,RW,79,10,20,30,9,18,2.7,10,0,0,3,20,0,0,75,13.3,1180,14:56:00,55,109,1,5,16.7,867,932,48.2,1.2,642,671,48.9,1.4,10.0,92.0,102.0,44.8,55.2,14:56:00,12:33:00,35,18,140,52.9,0,0,0,0.0
223,Justin Faulk,2015,23,CAR,D,64,16,21,37,-22,27,6.4,4,12,0,4,16,5,0,184,8.7,1539,1900-01-01 00:03:00,65,109,0,1,0.0,1209,1103,52.3,1.1,891,854,51.1,0.3,7.4,89.0,96.4,48.9,51.1,1900-01-01 00:01:00,18:52:00,45,42,385,47.8,0,0,0,0.0
224,Mark Fayne,2015,28,EDM,D,69,2,5,7,-6,18,1.8,2,0,0,0,4,0,1,61,3.3,1153,16:43:00,100,53,0,0,0.0,955,999,48.9,-0.2,686,728,48.5,-0.1,7.7,91.6,99.3,43.3,56.7,16:43:00,14:53:00,13,36,134,45.5,0,0,0,0.0
225,Taylor Fedun,2015,27,VAN,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,0.0,19,18:48:00,3,3,0,0,0.0,8,16,33.3,-7.5,7,8,46.7,9.2,16.7,100.0,116.7,36.4,63.6,18:48:00,18:39:00,0,0,0,0.0,0,0,0,0.0
226,Eric Fehr,2015,30,PIT,C,55,8,6,14,0,19,1.2,4,0,4,2,5,1,0,74,10.8,718,13:03:00,45,60,107,135,44.2,451,488,48.0,-6.8,355,337,51.3,-3.3,6.1,91.6,97.7,28.2,71.8,13:03:00,10:13:00,30,11,125,59.2,0,0,0,0.0
227,Andrew Ference,2015,36,EDM,D,6,0,0,0,-4,6,-0.3,0,0,0,0,0,0,0,4,0.0,78,13:04:00,5,10,0,0,0.0,59,68,46.5,-4.2,44,50,46.8,-3.2,6.3,85.0,91.3,55.3,44.7,13:04:00,11:51:00,0,2,11,36.4,0,0,0,0.0
228,Micheal Ferland,2015,23,CGY,LW,71,4,14,18,-15,45,0.2,3,1,0,0,13,1,0,122,3.3,896,12:37:00,22,207,7,5,58.3,737,759,49.3,1.4,540,539,50.0,2.1,7.0,89.4,96.4,43.9,56.1,12:37:00,11:23:00,37,25,189,64.6,0,0,0,0.0
229,Landon Ferraro,2015,24,TOT,C,68,5,5,10,-11,27,0.0,5,0,0,1,5,0,0,77,6.5,722,10:37:00,29,101,29,57,33.7,447,601,42.7,-8.0,348,455,43.3,-6.6,5.9,91.8,97.7,49.1,50.9,10:37:00,09:10:00,16,17,131,58.0,0,0,0,0.0
230,Kevin Fiala,2015,19,NSH,LW,5,1,0,1,0,0,0.1,1,0,0,0,0,0,0,11,9.1,66,13:09:00,2,2,0,0,0.0,73,53,57.9,8.1,50,37,57.5,6.4,2.9,96.7,99.6,76.5,23.5,13:09:00,12:31:00,0,3,19,57.9,0,0,0,0.0
231,Vernon Fiddler,2015,35,DAL,C,82,12,10,22,5,31,2.3,9,1,2,0,7,1,2,98,12.2,954,11:38:00,39,42,455,442,50.7,706,690,50.6,-2.1,520,498,51.1,-1.5,7.4,92.8,100.2,43.8,56.2,11:38:00,09:07:00,24,15,187,52.4,1,0,1,0.0
232,Valtteri Filppula,2015,31,TBL,C,76,8,23,31,-6,46,2.0,6,1,1,2,16,7,0,101,7.9,1388,18:15:00,25,30,632,584,52.0,987,951,50.9,-1.0,748,701,51.6,0.6,6.6,91.6,98.2,49.8,50.2,18:15:00,13:50:00,30,37,162,61.7,4,2,2,50.0
233,Mike Fisher,2015,35,NSH,C,70,13,10,23,-14,29,1.5,10,3,0,2,7,2,1,98,13.3,1201,17:10:00,74,142,668,582,53.4,930,826,53.0,1.1,684,557,55.1,2.4,7.2,88.0,95.2,49.5,50.5,17:10:00,13:08:00,21,14,186,52.2,0,0,0,0.0
234,Tomas Fleischmann,2015,31,TOT,LW,76,14,11,25,-8,32,2.1,13,0,1,3,10,1,0,123,11.4,1156,15:13:00,19,40,24,19,55.8,892,881,50.3,-2.5,630,645,49.4,-3.0,7.8,90.3,98.1,43.0,57.0,15:11:00,13:05:00,38,16,213,57.7,0,0,0,0.0
235,Brian Flynn,2015,27,MTL,C,56,4,6,10,-3,6,0.3,3,0,1,0,5,0,1,73,5.5,657,11:44:00,33,23,200,146,57.8,444,492,47.4,-6.6,323,342,48.6,-4.9,6.0,92.4,98.5,30.9,69.1,11:44:00,0.4166666666666667,20,11,108,67.6,3,1,2,33.3
236,Marcus Foligno,2015,24,BUF,LW,75,10,13,23,4,79,2.5,8,0,2,2,11,2,0,81,12.3,989,13:11:00,44,193,1,3,25.0,758,868,46.6,-1.3,586,659,47.1,-0.8,8.3,92.6,100.9,40.6,59.4,13:11:00,12:31:00,30,17,136,58.8,1,0,1,0.0
237,Nick Foligno,2015,28,CBJ,LW,72,12,25,37,-14,53,2.9,12,0,0,2,12,13,0,149,8.1,1216,16:54:00,46,152,83,93,47.2,945,862,52.3,5.8,703,637,52.5,5.3,7.2,90.3,97.5,51.6,48.4,16:54:00,14:17:00,27,25,244,61.1,1,0,1,0.0
238,Christian Folin,2015,24,MIN,D,26,0,4,4,-1,11,0.8,0,0,0,0,4,0,0,14,0.0,379,14:35:00,30,38,0,0,0.0,261,334,43.9,-6.3,177,244,42.0,-8.5,7.6,93.7,101.2,48.6,51.4,14:35:00,12:44:00,4,10,36,38.9,0,0,0,0.0
239,Justin Fontaine,2015,28,MIN,RW,60,5,11,16,3,20,1.4,5,0,0,1,10,0,1,54,9.3,711,11:51:00,24,9,1,3,25.0,469,583,44.6,-4.6,366,404,47.5,-2.5,10.2,90.9,101.1,44.7,55.3,11:47:00,10:21:00,17,12,96,56.3,0,0,0,0.0
240,Derek Forbort,2015,23,LAK,D,14,1,1,2,-1,17,0.4,1,0,0,0,1,0,0,14,7.1,155,11:03:00,7,9,0,0,0.0,176,106,62.4,4.9,132,85,60.8,3.3,4.2,91.2,95.4,56.0,44.0,11:03:00,10:21:00,0,3,30,46.7,0,0,0,0.0
241,Filip Forsberg,2015,21,NSH,LW,82,33,31,64,1,47,8.5,24,8,1,3,16,15,0,247,13.4,1562,19:03:00,41,114,2,7,22.2,1313,1025,56.2,5.6,976,735,57.0,5.2,8.8,89.6,98.4,76.0,24.0,19:03:00,14:38:00,72,52,490,50.4,6,2,4,33.3
242,Cam Fowler,2015,24,ANA,D,69,5,23,28,-8,27,5.2,2,3,0,0,9,14,0,113,4.4,1572,22:47:00,112,43,0,0,0.0,1126,1170,49.0,-4.6,849,862,49.6,-4.5,8.1,90.4,98.5,46.4,53.6,22:47:00,17:37:00,17,32,251,45.0,0,0,0,0.0
243,Cody Franson,2015,28,BUF,D,59,4,13,17,-5,26,3.3,3,1,0,1,7,6,0,92,4.3,993,16:50:00,56,61,0,0,0.0,688,696,49.7,2.9,522,523,50.0,3.5,5.2,93.7,98.9,50.2,49.8,16:50:00,13:57:00,14,31,189,48.7,0,0,0,0.0
244,Johan Franzen,2015,36,DET,RW,2,0,1,1,0,2,0.1,0,0,0,0,0,1,0,3,0.0,26,12:57:00,0,3,0,1,0.0,19,24,44.2,3.6,14,19,42.4,5.9,0.0,100.0,100.0,47.1,52.9,12:57:00,10:39:00,0,0,6,50.0,0,0,0,0.0
245,Max Friberg,2015,23,ANA,LW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,44,08:50:00,2,7,0,0,0.0,23,37,38.3,-17.0,17,26,39.5,-15.2,0.0,93.3,93.3,51.7,48.3,08:50:00,08:21:00,0,0,6,16.7,0,0,0,0.0
246,Alex Friesen,2015,25,VAN,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:43:00,0,1,0,1,0.0,11,9,55.0,4.3,5,8,38.5,-8.0,0.0,60.0,60.0,33.3,66.7,11:43:00,11:43:00,1,0,2,50.0,0,0,0,0.0
247,Byron Froese,2015,24,TOR,C,56,2,3,5,-11,16,-0.8,2,0,0,0,3,0,0,64,3.1,707,12:38:00,23,51,310,332,48.3,458,489,48.4,-3.7,329,378,46.5,-4.0,5.9,90.8,96.7,30.9,69.1,12:38:00,09:45:00,20,10,118,54.2,0,0,0,0.0
248,Michael Frolik,2015,27,CGY,RW,64,15,17,32,1,24,3.4,13,0,2,4,14,1,2,155,9.7,1012,15:49:00,44,49,5,5,50.0,888,843,51.3,3.7,627,603,51.0,2.9,8.2,90.0,98.2,47.0,53.0,15:49:00,13:39:00,27,21,269,57.6,0,0,0,0.0
249,Marian Gaborik,2015,33,LAK,RW,54,12,10,22,-6,20,2.2,11,1,0,3,7,3,0,142,8.5,807,14:57:00,17,29,1,2,33.3,729,549,57.0,1.3,576,400,59.0,4.5,6.3,89.9,96.2,55.2,44.8,14:57:00,12:59:00,13,18,212,66.5,2,2,0,100.0
250,Kurtis Gabriel,2015,22,MIN,RW,3,0,0,0,1,10,0.0,0,0,0,0,0,0,0,1,0.0,13,04:30:00,0,4,0,0,0.0,6,13,31.6,-12.7,6,11,35.3,-8.3,20.0,100.0,120.0,45.5,54.5,04:30:00,04:30:00,1,0,1,100.0,0,0,0,0.0
251,Sam Gagner,2015,26,PHI,C,53,8,8,16,4,25,1.6,6,2,0,2,7,1,0,86,9.3,735,13:52:00,15,17,34,63,35.1,613,583,51.3,1.6,433,420,50.8,0.5,7.4,93.7,101.2,49.2,50.8,13:52:00,11:56:00,20,13,162,53.7,6,2,4,33.3
252,Alex Galchenyuk,2015,21,MTL,C,82,30,26,56,-8,20,7.0,21,9,0,4,19,7,0,201,14.9,1333,16:16:00,36,62,359,390,47.9,1189,1039,53.4,2.7,878,758,53.7,3.5,9.2,89.1,98.3,64.9,35.1,16:15:00,13:35:00,31,36,360,55.8,8,1,7,12.5
253,Stanislav Galiev,2015,24,WSH,RW,24,0,3,3,2,4,0.0,0,0,0,0,3,0,0,30,0.0,219,09:07:00,4,14,0,0,0.0,181,171,51.4,0.1,127,131,49.2,-2.4,6.8,95.6,102.4,49.5,50.5,09:07:00,08:24:00,6,8,56,53.6,0,0,0,0.0
254,Brendan Gallagher,2015,23,MTL,RW,53,19,21,40,13,24,5.6,12,7,0,0,18,3,0,173,11.0,879,16:35:00,25,43,12,17,41.4,815,644,55.9,5.5,592,484,55.0,4.7,10.2,92.3,102.5,55.7,44.3,16:35:00,13:36:00,30,14,274,62.8,0,0,0,0.0
255,Ryan Garbutt,2015,30,TOT,C,80,7,7,14,-11,48,0.5,6,0,1,3,7,0,0,135,5.2,867,10:50:00,28,165,1,7,12.5,763,696,52.3,1.4,576,512,52.9,1.7,5.6,90.7,96.3,49.0,51.0,10:50:00,10:06:00,12,18,242,55.8,0,0,0,0.0
256,Jake Gardiner,2015,25,TOR,D,79,7,24,31,-15,32,4.7,6,1,0,2,12,11,1,122,5.7,1629,20:37:00,67,87,2,0,100.0,1486,1247,54.4,4.6,1088,983,52.5,4.2,6.3,91.2,97.5,52.0,48.0,20:37:00,17:50:00,33,74,320,38.1,0,0,0,0.0
257,Jason Garrison,2015,31,TBL,D,72,5,6,11,-4,18,2.8,5,0,0,1,6,0,0,99,5.1,1329,18:28:00,105,88,0,0,0.0,1005,1017,49.7,-3.0,752,768,49.5,-2.6,8.6,90.9,99.5,47.7,52.3,18:28:00,15:56:00,15,45,200,49.5,0,0,0,0.0
258,Tyler Gaudet,2015,22,ARI,C,14,1,2,3,-2,0,0.1,1,0,0,0,2,0,0,6,16.7,148,10:36:00,4,23,43,49,46.7,105,108,49.3,-1.3,71,85,45.5,-3.8,9.3,87.7,97.0,40.0,60.0,10:36:00,09:11:00,2,3,14,42.9,0,0,0,0.0
259,Johnny Gaudreau,2015,22,CGY,LW,79,30,48,78,4,20,9.2,24,6,0,6,33,15,0,217,13.8,1575,19:56:00,10,26,2,3,40.0,1221,1195,50.5,3.1,884,875,50.3,2.2,10.8,89.4,100.2,56.7,43.3,19:56:00,16:12:00,41,90,371,58.5,5,1,4,20.0
260,Brendan Gaunce,2015,21,VAN,C,20,1,0,1,-9,2,-0.5,1,0,0,0,0,0,0,34,2.9,255,12:46:00,3,34,49,58,45.8,208,215,49.2,3.8,152,171,47.1,4.7,1.8,91.4,93.2,41.4,58.6,12:46:00,11:16:00,11,7,52,65.4,0,0,0,0.0
261,Paul Gaustad,2015,33,NSH,C,63,2,4,6,-4,46,-0.4,1,0,1,0,3,0,1,46,4.3,708,11:15:00,33,114,427,345,55.3,370,593,38.4,-15.1,272,398,40.6,-13.7,6.7,92.2,98.9,7.5,92.5,11:15:00,09:22:00,14,14,71,64.8,0,0,0,0.0
262,Frederik Gauthier,2015,20,TOR,C,7,0,1,1,-5,0,-0.3,0,0,0,0,0,0,1,3,0.0,97,13:51:00,7,10,52,58,47.3,52,75,40.9,-12.0,38,64,37.3,-14.3,8.3,82.6,90.9,39.7,60.3,13:51:00,10:49:00,1,1,7,42.9,0,0,0,0.0
263,Luke Gazdic,2015,26,EDM,LW,29,1,0,1,-6,24,-0.3,1,0,0,0,0,0,0,18,5.6,180,06:12:00,9,35,0,1,0.0,163,182,47.2,-0.6,114,139,45.1,-1.8,4.8,89.8,94.6,42.7,57.3,06:12:00,06:12:00,2,1,27,66.7,0,0,0,0.0
264,Eric Gelinas,2015,24,TOT,D,40,1,5,6,-6,16,1.2,0,1,0,0,2,3,0,55,1.8,553,13:50:00,23,61,0,0,0.0,407,376,52.0,7.2,308,281,52.3,7.1,6.0,92.5,98.5,66.5,33.5,13:49:00,12:17:00,7,20,118,46.6,0,0,0,0.0
265,Nathan Gerbe,2015,28,CAR,LW,47,3,4,7,-15,14,-0.4,3,0,0,0,3,1,0,73,4.1,633,13:28:00,10,54,2,3,40.0,435,456,48.8,-3.0,325,361,47.4,-3.8,6.0,89.3,95.3,46.7,53.3,13:27:00,11:22:00,13,23,140,52.1,1,0,1,0.0
266,Ryan Getzlaf,2015,30,ANA,C,77,13,50,63,14,55,7.0,7,6,0,5,33,16,1,178,7.3,1502,19:30:00,61,108,602,617,49.4,1209,972,55.4,3.8,894,699,56.1,3.4,9.1,91.2,100.2,51.4,48.6,19:30:00,15:12:00,48,75,351,50.7,1,1,0,100.0
267,Tom Gilbert,2015,33,MTL,D,45,1,1,2,3,12,1.3,1,0,0,0,0,0,1,36,2.8,759,16:52:00,88,29,0,0,0.0,586,611,49.0,-5.0,437,431,50.3,-3.0,6.3,92.3,98.7,50.6,49.4,16:51:00,14:52:00,6,39,82,43.9,0,0,0,0.0
268,Brian Gionta,2015,37,BUF,RW,79,12,21,33,-5,12,2.9,11,1,0,2,16,5,0,169,7.1,1401,17:44:00,36,46,54,66,45.0,962,1123,46.1,-1.8,719,848,45.9,-2.1,7.2,92.9,100.1,42.7,57.3,17:44:00,14:16:00,31,21,275,61.5,1,0,1,0.0
269,Stephen Gionta,2015,32,NJD,C,82,1,10,11,-13,43,-0.5,1,0,0,0,10,0,0,62,1.6,1001,12:13:00,36,113,291,400,42.1,541,704,43.5,-3.0,425,529,44.5,-2.6,5.6,91.9,97.6,40.4,59.6,12:13:00,10:17:00,17,8,110,56.4,0,0,0,0.0
270,Mark Giordano,2015,32,CGY,D,82,21,35,56,-5,54,9.2,11,9,1,2,23,10,2,212,9.9,2032,1900-01-01 00:47:00,193,65,0,0,0.0,1464,1428,50.6,3.6,1049,1037,50.3,2.5,9.1,89.0,98.0,47.5,52.5,1900-01-01 00:47:00,19:09:00,45,68,423,50.1,0,0,0,0.0
271,Dan Girardi,2015,31,NYR,D,74,2,15,17,18,20,4.3,2,0,0,1,14,0,1,77,2.6,1504,20:19:00,195,168,0,0,0.0,1004,1425,41.3,-8.6,762,1010,43.0,-7.2,10.5,94.1,104.6,40.6,59.4,20:19:00,17:29:00,23,56,149,51.7,0,0,0,0.0
272,Zemgus Girgensons,2015,22,BUF,C,71,7,11,18,0,20,1.3,6,1,0,1,9,1,1,110,6.4,1068,15:02:00,41,125,153,182,45.7,753,810,48.2,0.7,551,608,47.5,-0.2,6.2,94.0,100.2,48.8,51.2,15:02:00,13:03:00,16,18,179,61.5,1,0,1,0.0
273,Claude Giroux,2015,28,PHI,C,78,22,45,67,-8,53,6.9,15,6,1,5,23,21,1,241,9.1,1603,20:33:00,36,83,1083,798,57.6,1279,1116,53.4,4.9,919,820,52.8,4.5,7.7,91.7,99.4,51.8,48.2,20:33:00,15:11:00,41,45,418,57.7,9,2,7,22.2
274,Tanner Glass,2015,32,NYR,LW,57,4,3,7,-3,66,0.0,4,0,0,0,3,0,0,49,8.2,586,10:17:00,18,224,6,14,30.0,421,589,41.7,-7.4,319,425,42.9,-6.9,7.5,93.1,100.6,32.2,67.8,10:17:00,09:47:00,4,13,82,59.8,0,0,0,0.0
275,Luke Glendening,2015,26,DET,C,81,8,13,21,4,46,1.5,8,0,0,3,13,0,0,88,9.1,1181,14:35:00,71,143,614,511,54.6,677,864,43.9,-10.1,520,673,43.6,-8.9,10.2,93.1,103.3,30.0,70.0,14:35:00,11:19:00,20,11,152,57.9,0,0,0,0.0
276,Nikolay Goldobin,2015,20,SJS,LW,9,1,1,2,1,0,0.2,1,0,0,0,1,0,0,7,14.3,101,11:11:00,1,0,0,0,0.0,73,100,42.2,-6.8,53,69,43.4,-6.6,8.3,96.3,104.6,43.8,56.3,11:11:00,11:08:00,3,1,16,43.8,0,0,0,0.0
277,Alex Goligoski,2015,30,DAL,D,82,5,32,37,21,34,7.2,4,1,0,1,27,4,1,127,3.9,1954,23:50:00,159,100,0,0,0.0,1787,1579,53.1,1.4,1309,1175,52.7,0.7,10.1,91.4,101.6,50.3,49.7,23:50:00,19:28:00,18,73,298,42.6,0,0,0,0.0
278,Cody Goloubef,2015,26,CBJ,D,43,1,7,8,-3,20,1.3,1,0,0,0,7,0,0,40,2.5,650,15:08:00,48,31,0,0,0.0,545,612,47.1,-0.6,392,458,46.1,-1.9,7.5,92.3,99.9,46.0,54.0,15:08:00,14:14:00,3,11,98,40.8,0,0,0,0.0
279,Scott Gomez,2015,36,TOT,C,34,1,8,9,-7,6,0.2,1,0,0,1,4,4,0,20,5.0,385,11:20:00,10,3,125,152,45.1,286,343,45.5,-5.7,227,273,45.4,-6.6,4.7,92.7,97.3,64.8,35.2,11:20:00,09:44:00,6,13,32,62.5,0,0,0,0.0
280,Barclay Goodrow,2015,22,SJS,RW,14,0,3,3,1,16,0.2,0,0,0,0,2,0,1,7,0.0,144,10:16:00,4,8,4,2,66.7,101,128,44.1,-7.1,77,99,43.8,-9.9,7.1,94.0,101.2,51.5,48.5,10:16:00,08:52:00,3,4,12,58.3,0,0,0,0.0
281,Boyd Gordon,2015,32,ARI,C,65,2,2,4,-7,10,-1.0,1,0,1,0,2,0,0,53,3.8,793,12:12:00,51,21,525,383,57.8,419,545,43.5,-4.0,315,408,43.6,-3.1,3.5,93.4,96.9,23.6,76.4,12:16:00,09:16:00,10,12,80,66.3,0,0,0,0.0
282,Josh Gorges,2015,31,BUF,D,77,2,10,12,-7,72,3.1,2,0,0,0,10,0,0,57,3.5,1576,20:28:00,167,143,0,0,0.0,1119,1380,44.8,-4.5,825,1032,44.4,-5.1,7.2,92.8,100.0,40.8,59.2,20:28:00,18:03:00,13,17,139,41.0,0,0,0,0.0
283,Brandon Gormley,2015,23,COL,D,26,0,1,1,-3,8,0.2,0,0,0,0,1,0,0,11,0.0,317,12:11:00,19,18,0,0,0.0,247,291,45.9,0.4,178,201,47.0,-0.2,9.8,88.8,98.6,53.4,46.6,12:11:00,11:52:00,5,12,32,34.4,0,0,0,0.0
284,Shayne Gostisbehere,2015,22,PHI,D,64,17,29,46,8,24,8.9,9,8,0,5,15,14,0,152,11.2,1286,20:05:00,59,27,1,0,100.0,995,971,50.6,-0.1,711,689,50.8,-0.1,9.8,92.6,102.4,61.9,38.1,20:05:00,15:56:00,28,51,341,44.6,1,0,1,0.0
285,Yanni Gourde,2015,24,TBL,C,2,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,0.0,15,07:19:00,1,2,0,0,0.0,5,13,27.8,-24.5,4,11,26.7,-26.7,100.0,100.0,200.0,25.0,75.0,07:19:00,07:19:00,0,0,1,0.0,0,0,0,0.0
286,Michael Grabner,2015,28,TOR,RW,80,9,9,18,-4,12,1.0,8,0,1,2,9,0,0,116,7.8,1158,14:28:00,55,41,3,10,23.1,831,863,49.1,-3.3,611,673,47.6,-3.3,7.0,93.0,99.9,39.0,61.0,14:28:00,11:16:00,66,21,184,62.0,0,0,0,0.0
287,Mikhail Grabovski,2015,32,NYI,C,58,9,16,25,3,33,2.6,8,1,0,2,14,2,0,83,10.8,818,14:06:00,26,28,221,242,47.7,726,750,49.2,-1.3,532,547,49.3,-0.8,9.0,92.3,101.4,50.9,49.1,14:06:00,13:03:00,28,34,157,52.2,0,0,0,0.0
288,Marc-Andre Gragnani,2015,28,NJD,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,0.0,57,14:22:00,1,1,0,0,0.0,38,35,52.1,3.5,25,27,48.1,-0.3,0.0,90.5,90.5,70.8,29.2,14:22:00,11:52:00,1,1,9,0.0,0,0,0,0.0
289,Petter Granberg,2015,23,NSH,D,27,0,2,2,1,13,0.7,0,0,0,0,2,0,0,12,0.0,370,13:43:00,26,48,0,0,0.0,254,309,45.1,-6.9,190,225,45.8,-7.2,7.9,94.0,101.9,48.5,51.5,13:43:00,13:12:00,0,7,22,54.5,0,0,0,0.0
290,Markus Granlund,2015,22,TOT,C,47,6,4,10,-4,14,0.5,5,0,1,1,3,0,1,56,10.7,648,13:47:00,23,31,202,270,42.8,437,543,44.6,-3.9,299,403,42.6,-5.9,9.4,91.1,100.5,54.4,45.6,13:47:00,11:51:00,19,11,113,49.6,0,0,0,0.0
291,Mikael Granlund,2015,23,MIN,C,82,13,31,44,-12,20,3.6,10,2,1,3,22,9,0,160,8.1,1486,18:07:00,56,86,528,556,48.7,1181,1156,50.5,4.0,879,863,50.5,2.8,6.4,91.4,97.8,60.1,39.9,18:05:00,14:43:00,51,40,272,58.8,0,0,0,0.0
292,Alex Grant,2015,27,ARI,D,5,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,4,0.0,66,13:14:00,2,7,0,0,0.0,49,60,45.0,2.6,38,47,44.7,3.7,3.2,92.6,95.8,60.0,40.0,13:14:00,11:56:00,1,0,10,40.0,0,0,0,0.0
293,Derek Grant,2015,25,CGY,C,15,0,1,1,-7,2,-0.5,0,0,0,0,1,0,0,22,0.0,163,10:53:00,11,25,61,50,55.0,131,152,46.3,-0.8,100,114,46.7,-1.3,1.4,90.8,92.3,41.4,58.6,10:53:00,09:36:00,3,1,36,61.1,0,0,0,0.0
294,Tyler Graovac,2015,22,MIN,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:37:00,0,1,13,6,68.4,23,17,57.5,-4.2,14,11,56.0,-3.0,0.0,87.5,87.5,53.8,46.2,11:37:00,11:37:00,2,0,6,33.3,0,0,0,0.0
295,Kevin Gravel,2015,23,LAK,D,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,58,11:41:00,4,4,0,0,0.0,50,44,53.2,-9.3,34,33,50.7,-10.4,14.3,88.5,102.7,66.7,33.3,11:41:00,10:34:00,0,2,12,16.7,0,0,0,0.0
296,Mike Green,2015,30,DET,D,74,7,28,35,-6,38,5.9,2,5,0,0,13,15,0,124,5.6,1463,19:46:00,71,106,0,2,0.0,1213,942,56.3,6.1,930,756,55.2,6.8,7.0,91.0,98.0,70.5,29.5,19:46:00,16:38:00,18,40,255,48.6,0,0,0,0.0
297,Andy Greene,2015,33,NJD,D,82,4,9,13,7,26,5.7,3,1,0,0,8,1,0,63,6.3,1882,22:57:00,154,73,0,0,0.0,993,1335,42.7,-5.0,765,959,44.4,-3.5,8.6,94.0,102.6,31.3,68.7,22:54:00,19:03:00,26,38,148,42.6,0,0,0,0.0
298,Matt Greene,2015,32,LAK,D,3,0,0,0,0,8,0.0,0,0,0,0,0,0,0,3,0.0,35,11:45:00,1,5,0,0,0.0,22,31,41.5,-23.2,18,23,43.9,-17.1,0.0,94.7,94.7,47.4,52.6,11:45:00,08:50:00,0,3,4,75.0,0,0,0,0.0
299,Colin Greening,2015,29,TOT,LW,31,7,8,15,-2,13,1.7,6,1,0,0,7,1,0,58,12.1,437,14:06:00,10,90,13,8,61.9,369,316,53.9,1.6,268,248,51.9,1.8,9.3,90.5,99.8,50.0,50.0,14:06:00,11:40:00,10,10,102,56.9,0,0,0,0.0
300,Alexandre Grenier,2015,24,VAN,RW,6,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,9,0.0,69,11:29:00,3,5,1,1,50.0,68,74,47.9,0.7,50,64,43.9,-1.6,5.6,88.0,93.6,60.0,40.0,11:29:00,11:29:00,3,3,13,69.2,0,0,0,0.0
301,Seth Griffith,2015,23,BOS,C,4,0,1,1,-4,4,-0.1,0,0,0,0,0,1,0,2,0.0,40,09:58:00,0,4,0,0,0.0,25,44,36.2,-14.4,20,28,41.7,-7.9,0.0,75.0,75.0,43.8,56.3,09:58:00,08:03:00,0,1,4,50.0,0,0,0,0.0
302,Mikhail Grigorenko,2015,21,COL,C,74,6,21,27,2,8,2.2,5,1,0,0,18,3,0,84,7.1,982,13:16:00,39,23,150,199,43.0,697,863,44.7,0.5,520,626,45.4,0.0,10.4,92.5,102.9,52.7,47.3,13:16:00,11:21:00,21,18,143,58.7,0,0,0,0.0
303,Rocco Grimaldi,2015,22,FLA,C,20,3,2,5,-4,2,0.3,3,0,0,0,2,0,0,29,10.3,237,11:52:00,2,17,47,61,43.5,185,177,51.1,1.8,146,150,49.3,0.8,6.5,90.5,97.1,56.2,43.8,11:52:00,11:20:00,10,5,48,60.4,0,0,0,0.0
304,Nicklas Grossmann,2015,31,ARI,D,58,3,4,7,-3,24,1.6,3,0,0,1,4,0,0,42,7.1,1031,17:47:00,73,105,0,0,0.0,669,856,43.9,-5.9,490,659,42.6,-6.0,6.4,94.2,100.6,39.3,60.7,17:44:00,14:43:00,3,21,91,46.2,0,0,0,0.0
305,Eric Gryba,2015,27,EDM,D,53,1,5,6,0,75,1.8,1,0,0,0,5,0,0,58,1.7,948,17:53:00,78,132,0,0,0.0,756,781,49.2,0.4,542,578,48.4,0.0,7.3,92.8,100.1,50.3,49.7,17:53:00,15:32:00,16,39,143,40.6,0,0,0,0.0
306,Radko Gudas,2015,25,PHI,D,76,5,9,14,-3,116,3.2,5,0,0,1,9,0,0,150,3.3,1508,19:51:00,157,304,0,0,0.0,1344,1180,53.2,4.7,957,852,52.9,4.3,6.7,92.8,99.4,48.9,51.1,19:51:00,16:57:00,11,57,340,44.1,0,0,0,0.0
307,Erik Gudbranson,2015,24,FLA,D,64,2,7,9,3,49,2.1,2,0,0,0,7,0,0,73,2.7,1287,20:07:00,73,150,0,0,0.0,826,967,46.1,-4.4,645,775,45.4,-5.8,8.3,93.2,101.6,41.0,59.0,20:07:00,16:32:00,11,28,156,46.8,0,0,0,0.0
